id;tsunami;year;month;day;latitude;longitude;focaldepth;magnitude;deaths;country;country_zone
323;Yes;1703;12;30;35;140;;8.2;5233;JAPAN: OFF SW BOSO PENINSULA;South
324;;1703;;;26.4;55.5;;;;IRAN: HENGAM ISLAND,KISH ISLAND;East
325;;1704;5;27;41;139.5;;;58;JAPAN: N OF NOSIRO;North
326;;1704;9;18;38;116.5;;5.5;;CHINA: HEBEI PROVINCE: DONGGUANG, CANGXIAN;North
327;;1704;9;28;34.9;106.8;;0.6;;CHINA: SHAANXI PROVINCE: LONGXIAN;East
328;;1704;11;11;38.8;20.8;;;;GREECE;North
329;Yes;1705;11;26;-18.6;-70.2;;;;CHILE: CHILE: ARICA;North
330;;1706;4;20;63.9;-21.2;;;;ICELAND: SELFOSS;East
331;;1706;11;3;41.6;14.6;;;1000;ITALY: SULMONA TO CAMPOBASSO, ABRUZZI;West
332;;1707;9;17;-13;-72;10;5.8;160;PERU: CUZCO;North
333;Yes;1707;10;28;34.1;137.8;;8.4;;JAPAN: ENSHUNADA;South
334;Yes;1707;10;28;33.2;134.8;;8.4;5000;JAPAN: NANKAIDO;East
335;;1707;;;40.4;43;;;;TURKEY: KARS;West
336;;1707;;;;;;;;EL SALVADOR: SAN SALVADOR;North
337;Yes;1708;2;13;34;137;;0.7;;TOKAIDO, JAPAN;West
338;;1708;8;14;43.8;5.8;;;;FRANCE: MANOSQUE;South
339;Yes;1708;11;28;-3.69;128.15;;;;INDONESIA: BANDA SEA;East
340;;1709;10;14;37.4;105.3;;7.5;2032;CHINA: NINGXIA;North
341;Yes;1710;3;6;-4.53;129.9;;;;INDONESIA: BANDANEIRA;West
342;Yes;1710;4;16;27.8;111.3;;5.5;;CHINA: HUNAN PROVINCE;East
343;;1711;3;19;35.5;133;;;4;JAPAN: MIMASAKA;South
344;;1711;8;16;19.2;-103.7;;;;MEXICO: MEXICO CITY, COLIMA, GUADALAJARA;South
345;Yes;1711;9;5;-4;129;;0.7;;INDONESIA: BANDA SEA;East
346;;1711;10;6;47;0.1;;;;FRANCE: MONCONTOUR,LOUDUN;South
347;Yes;1711;12;20;34.3;134;;6.7;1000;SEIONAIKAI, JAPAN;South
348;;1713;2;26;25.4;103.2;;6.8;2100;CHINA: YUNNAN PROVINCE: S OF XUNDIAN;West
349;;1713;9;4;32;103.7;;6.5;;CHINA: SICHUAN PROVINCE: DIEXI, MAOXIAN;North
350;;1713;;;;;;;;INDIA: ARUNACHAL;East
351;;1714;4;28;36.5;138;;;56;JAPAN: OOMATI;North
352;;1714;5;5;17;-96.3;;;;MEXICO: OAXACA;South
353;;1714;7;27;38.2;21.7;;6.3;;GREECE: PATRAS;North
354;Yes;1714;8;4;21.85;95.967;;;;MYNAMAR (BURMA): AVA (INNWA);West
355;;1714;9;3;38.25;21.73;;;;GREECE: PATRAS;East
356;;1715;3;8;38.7;43.9;;6.6;;TURKEY: MAHMATAN, VAN;West
357;Yes;1715;8;23;;;80;7.5;;PERU: MOQUEGUA, AREQUIPA;East
358;Yes;1715;12;29;33.3;131.7;;6.6;;SEIKAIDO, JAPAN;West
359;;1715;;;38.3;43.2;;;;TURKEY: VAN,ERCIS;West
360;;1716;2;3;36.8;3;;;;ALGERIA: ALGIERS;East
361;;1716;2;6;-17.2;-71.2;40;8.8;;PERU: PUEBLO DE TORATA IN TACNA;South
362;;1716;2;11;-13.7;-76;50;8.6;;PERU;North
363;;1716;2;16;29;-114;;;;MEXICO: BAJA CALIFORNIA;West
364;;1716;5;;36.8;3;;;20000;ALGERIA: ALGIERS;South
365;Yes;1716;9;24;14.002;120.993;;;;PHILIPPINES: TAAL, MANILA, RIZAL, LAGUNA, CAVITE;North
366;;1716;;;41.2;80.3;30;7.5;;CHINA: S XINJIANG: AKSU, BALKHASH;North
367;;1717;5;13;39;142.7;;7.6;;JAPAN: HANAMAKI;North
368;;1717;7;28;44.1;15.2;;;;BALKANS NW: CROATIA;South
369;;1717;;;18.3;-66.4;;;;PUERTO RICO: ARECIBO;West
370;;1718;6;19;35;105.2;;7.5;73000;CHINA: GANSU PROVINCE;West
371;;1719;5;25;40.8;29.4;;;;TURKEY;West
372;;1719;;;31.4;-8;;;;MOROCCO: MARRAKECH;North
373;;1719;;;;;;;;EL SALVADOR: SAN SALVADOR;East
374;;1720;7;12;40.4;115.5;;6.8;;CHINA: HEBEI PROVINCE;North
375;;1720;7;15;29;77.5;;;;INDIA: DELHI;North
376;;1720;8;12;38.218;-26.635;;;;AZORES: SAO MIGUEL (SAN MIGUEL);North
377;;1720;10;31;20.3;120.3;;5.5;;TAIWAN: TAINAN;South
378;;1720;12;8;38.2;-26.6;;;;AZORES: ATLANTIC;North
379;;1720;12;20;47.4;9.5;;;;SWITZERLAND;South
380;;1721;1;5;23;120.3;;0.6;;TAIWAN: TAINAN;South
381;;1721;1;12;45.3;14.4;;;;BALKANS NW: CROATIA;North
382;;1721;1;14;18;121.5;;;;PHILIPPINES: NE LUZON: CAGAYAN VALLEY;East
383;;1721;4;26;37.9;46.7;;7.7;40000;IRAN: TABRIZ;East
384;Yes;1721;;;23;120.2;;;2000;TAIWAN: TAINAN;North
385;;1722;5;22;38.7;20.6;;;;GREECE: LEFKADA: DAMILIANI, ATHANI, HAGIOS PETROS;North
386;Yes;1722;10;;-6.174;106.829;;;;INDONESIA: JAVA: DJAKARTA (JAKARTA);East
387;Yes;1722;12;27;37.2;-7.6;;;;PORTUGAL: TAVIRA, ALGARVE;North
388;Yes;1723;2;18;38.5;20.5;;0.7;;GREECE: LEFKADA;East
389;;1725;1;7;-9;-79;60;7.7;1500;PERU: TRUJILLO, ANCASH, LIMA;South
390;;1725;1;8;-16.4;-70.8;3;7.6;;PERU: AREQUIPA;East
391;;1725;1;8;25.1;103.1;;0.6;614;CHINA: YUNNAN PROVINCE: SONGMING, YILIANG;East
392;;1725;2;1;56.5;118.5;50;8.2;;RUSSIA: E OF LAKE BAYKAL;East
393;Yes;1725;3;27;-16.6;-72.7;50;;;PERU: CALLAO;South
394;;1725;8;2;30.1;101.9;;5.5;;CHINA: SICHUAN PROVINCE: KANGDING;North
395;Yes;1726;4;1;36.3;136;;6.6;;JAPAN: KAYesYAMA;South
396;Yes;1726;9;1;38.1;13.35;;;250;ITALY: PALERMO, MARSALA, MAZZARA;East
397;;1727;3;10;19.2;-99.1;;;;MEXICO: MEXICO CITY,OAXACA;South
398;;1727;6;20;39.5;127.3;;5.7;;NORTH KOREA: HAMHUNG;West
399;Yes;1727;7;4;37.5;13;;5.2;;ITALY: SCIACCA;North
400;;1727;11;7;14.4;-61;;;;MARTINIQUE;West
401;;1727;11;18;38;46.3;;;77000;IRAN: TABRIZ;East
402;;1728;11;28;14.4;121;;;;PHILIPPINES: S LUZON: MANILA;West
403;;1729;8;1;37.5;137;;;5;JAPAN: NOTO;West
404;;1730;3;28;44;10.1;;;;ITALY: MASSA,CARRARA;West
405;;1730;5;12;42.8;13;;;200;ITALY: NORCIA;North
406;;1730;6;13;38.5;-28;;;;AZORES: LUZ;North
407;Yes;1730;7;8;-32.5;-71.5;;9.1;2;CHILE: VALPARAISO;North
408;;1730;9;30;40;116.2;;6.5;658;CHINA: BEIJING;South
409;Yes;1730;11;10;36.2;142.2;;7.6;;JAPAN: KASHIMA;East
410;;1730;;;14.1;121.4;;;;PHILIPPINES: TAYABAS,LAGUNA;South
411;;1731;3;20;41.5;15.5;;;;ITALY: FOGGIA;West
412;Yes;1731;10;7;37.9;140.6;;6.6;;KOORI;East
413;;1731;11;15;23;-102;;;1;MEXICO;South
414;;1731;;;30.3;-9.4;;;;MOROCCO: SANTA CRUZ (AGADIR);West
415;Yes;1732;2;25;16.8;-99.9;;;;S. MEXICO;West
416;;1732;11;29;41.08;15.15;;;1940;ITALY: ARIANO, LUCANIE, AVELLINO;North
417;Yes;1732;12;4;35.2;140.8;;6.5;;JAPAN: KUJUKURI BEACH;East
418;;1732;;;;;;;;ICELAND: SOUTHERN LOWLAND;South
419;;1733;8;2;26.2;103.1;;7.5;;CHINA: YUNNAN PROVINCE: DONGCHUAN;East
420;;1733;11;29;15.7;39;;;;ETHIOPIA: ERITREA;East
421;;1734;;;;;;;;ICELAND: SOUTHERN LOWLAND;North
422;;1734;;;;;;;;UNITED KINGDOM: IRELAND;North
423;;1735;2;2;2.6;-76.5;20;4.5;;COLOMBIA: POPAYAN;South
424;Yes;1735;12;27;15.8;121.7;;;;E. LUZON ISLAND, PHILIPPINES;West
425;;1736;1;30;23.1;120.3;;0.6;260;TAIWAN: TAINAN;West
426;;1736;12;5;-0.9;-78.6;;;;ECUADOR;South
427;Yes;1737;10;11;;;;;;INDIA: CALCUTTA;East
428;Yes;1737;10;16;51.1;158;;;;RUSSIA: KAMCHATKA;North
429;;1737;11;4;55.5;163;20;7.8;;RUSSIA: OFF KAMCHATKA;West
430;Yes;1737;12;17;50;157;50;7.5;;RUSSIA: KURIL ISLANDS;West
431;Yes;1737;12;24;-43;-74;;0.8;;CHILE: VALDIVIA, CHILOE;South
432;;1738;3;30;46.45;16.39;;5.1;;BALKANS NW: CROATIA: MEDIMURJE;North
433;;1738;5;19;33.2;104.2;;5.5;;CHINA: SICHUAN PROVINCE;South
434;Yes;1738;7;19;36.8;24.4;;6.5;;GREECE: MILOS ISLAND: ZEFIRIA;South
435;;1738;;;33.3;96.6;;6.5;336;CHINA: QINGHAI PROVINCE;South
436;;1739;1;3;38.9;106.5;;0.8;50000;CHINA: NINGXIA;North
437;;1739;2;4;44;21.3;;;;BALKANS NW: SERBIA;North
438;;1739;3;24;-14.1;-73.2;;;;PERU: SANTA CATALINA;East
439;;1739;7;14;19.2;-104;;;;MEXICO: COLIMA;North
440;;1739;7;;39.3;-31.1;;;;AZORES: FLORES;East
441;;1739;8;16;40.7;142.3;;7.1;;JAPAN: N SANRIKU,MUYes;East
442;;1740;8;25;17;-96.3;;;;MEXICO: OAXACA,MEXICO CITY;North
443;;1740;11;12;45.1;19.8;;;;BALKANS NW: SERBIA;East
444;;1741;4;24;43.2;12.6;;;;ITALY: FABRIANO;West
445;;1741;6;23;38.5;20.5;;;;GREECE;North
446;;1742;2;14;37.8;21;;;;GREECE: S;South
447;Yes;1742;3;23;-36.8;-73;;;;CHILE: CONCEPCION;West
448;;1742;6;27;53.3;104;40;7.7;;RUSSIA: LAKE BAYKAL;West
449;;1742;9;14;37.8;21;;;;GREECE: S;South
450;Yes;1742;11;18;50.5;157;40;7.5;;RUSSIA: KURIL ISLANDS;South
451;;1743;1;12;14;121.6;;;5;PHILIPPINES: LUZON: TAYABAS,LAGUNA;South
452;Yes;1743;2;20;39;20.3;;6.9;;GREECE: IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI;West
453;;1743;9;;11.2;124.3;;;;PHILIPPINES: LEYTE;East
454;;1743;10;18;4.5;-73.8;;;;COLOMBIA: BOGOTA;West
455;Yes;1744;;;17;121;;;;W. LUZON ISLAND, PHILIPPINES;North
456;Yes;1746;10;29;-11.996;-77.198;30;0.8;1141;PERU: LIMA, CALLAO;South
457;;1747;;;-13.9;-70.35;20;;;PERU: CARABAYA PROVINCE: AYAPATA;East
458;Yes;1747;;;13.6;123.2;;;;PHILIPPINES: SE LUZON IS: NAGA;East
459;;1748;3;6;30.1;101.9;;5.5;15;CHINA: SICHUAN PROVINCE;North
460;;1748;3;23;39;-0.65;;;;SPAIN: VALENCE;East
461;;1748;5;2;32.9;103.6;;5.5;;CHINA: SICHUAN PROVINCE;South
462;Yes;1748;5;14;38.3;22.1;;6.8;;GREECE: VOSTIZA (EGIO, AIGIO, AEGHION);South
463;;1748;8;30;30.4;101.6;;0.6;5;CHINA: SICHUAN PROVINCE;West
464;;1748;11;21;36.4;106.1;;5.5;40;CHINA: NINGXIA;North
465;Yes;1749;8;12;14.002;120.993;;;;PHILIPPINES: TAAL VOLCANO;East
466;;1749;;;20.7;-103.3;;;;MEXICO: COLIMA, GUADALAJARA, MEXICO CITY;West
467;;1750;5;24;43.2;0.8;;;;FRANCE: TARBES, LOURDES;East
468;;1750;6;7;36.2;23;;;2000;GREECE: MOREA,CERIGO;North
469;;1750;9;15;24.7;102.9;;0.6;37;CHINA: YUNNAN PROVINCE;West
470;Yes;1750;10;;42.1;24.8;;;;BULGARIA: PLOVDIV;North
471;Yes;1750;12;17;46;12.25;;;;BALKANS NW: CROATIA: RIJEKA (FIUME);West
472;;1750;;;20.7;-103.3;;;;MEXICO: COLIMA, GUADALAJARA, MEXICO CITY;West
473;Yes;1750;;;18.5;93.4;;;;MYANMAR (BURMA) COAST;South
474;Yes;1750;;;10.5;-64.2;;;;VENEZUELA: CUMANA;South
475;;1751;4;25;2.5;-76.5;;;;COLOMBIA: POPAYAN;East
476;Yes;1751;5;20;37.2;138.1;;6.6;2100;JAPAN: HONSHU: NW;West
477;Yes;1751;5;25;-36.83;-71.63;;8.5;;CHILE: CONCEPCION, CHILLAN, TALCA, TUTUBEN, CURICO;East
478;;1751;5;25;26.5;99.9;;6.8;900;CHINA: YUNNAN PROVINCE;North
479;;1751;6;7;37.8;27;;;;TURKEY;North
480;;1751;7;26;43.2;12.8;;;;ITALY: GUALDO,NOCERA;East
481;;1751;8;18;19;-70;;;;DOMINICAN REPUBLIC;South
482;Yes;1751;9;15;18.5;-72.3;0;;;HAITI: PORT-AU-PRINCE;South
483;Yes;1751;10;18;18.5;-70.7;33;;;DOMINICAN REPUBLIC: AZUA DE COMPOSTELA;East
484;Yes;1751;11;21;43.8;9;;;;ITALY: LIGURIA (LIGURIE), GAULE;South
485;Yes;1751;11;21;18.5;-72.3;;;;HAITI: PORT-AU-PRINCE;South
486;Yes;1752;4;28;40.4;-8.7;;;;PORTUGAL: BUARCOS, AVEIRO;East
487;;1752;6;21;;;;;20000;SYRIA: COAST;North
488;;1752;6;;37.8;21;;;;GREECE: S;North
489;;1752;;;;;;;20000;ISRAEL: PALESTINE;North
490;;1754;5;15;14.002;120.993;;;12;PHILIPPINES: TAAL VOLCANO;West
491;Yes;1754;8;18;-3.5;128.5;;6.5;4;INDONESIA: AMBON ISLAND;North
492;Yes;1754;9;1;16.8;-99.2;;;;MEXICO: ACAPULCO;West
493;;1754;9;2;30.8;31;;;40000;EGYPT: AL-QAHIRAH (CAIRO);East
494;Yes;1754;9;7;-3.5;128.5;;;;INDONESIA: BANDA SEA;North
495;;1755;1;27;24.7;102.2;;6.5;270;CHINA: YUNNAN PROVINCE;West
496;;1755;2;8;23.8;102.7;;0.6;70;CHINA: YUNNAN PROVINCE;East
497;;1755;2;26;42.5;21.9;;;;BALKANS NW: SERBIA;South
498;;1755;4;26;-0.2;-78.5;;0.7;;ECUADOR: PICHINCHA, QUITO;South
499;;1755;6;7;34;51.5;;;40000;IRAN: N: TABRIZ,KASHAN;West
500;Yes;1755;11;1;37;-10;;8.5;50000;PORTUGAL: LISBON;North
501;Yes;1755;11;18;42.7;-70.3;;0.7;;MASSACHUSETTS: EAST OF CAPE ANN;East
502;;1755;11;19;34.08;-5;;;3000;MOROCCO: MEKNES, FES;East
503;;1755;12;9;46.3;8;;;;SWITZERLAND;East
504;Yes;1756;3;29;38.7;-9;;;;PORTUGAL: LISBON;North
505;;1757;2;22;-0.9;-78.6;;0.7;1000;ECUADOR: COTOPAXI,TUNGURAHUA, LATACUNGA;West
506;;1757;4;15;34;-6.8;;;3000;MOROCCO: SALE, CAPE CANTIN;East
507;;1757;7;4;45.8;17.4;;;;BALKANS NW: CROATIA;North
508;Yes;1757;7;9;38.65;-28.08;;;1053;AZORES: SAO JORGE;West
509;;1757;7;14;39.3;16.2;;;;ITALY: CALABRIA,COSENZA;East
510;Yes;1757;7;15;49.92;-6.32;;;;UNITED KINGDOM: ENGLAND: ST. MARY, SCILLY ISLANDS;East
511;;1757;8;6;37;15;;;10000;ITALY: SIRACUSA (SYRACUSE);West
512;Yes;1757;8;24;-6;107;;7.5;;INDONESIA: JAKARTA;North
513;;1758;1;;36.8;10.2;;;3000;TUNISIA: TUNIS, CONSTANTINE;East
514;;1758;6;13;37;-26;;;;AZORES: LUZ;North
515;;1759;3;30;44.9;7.3;;;;ITALY: PINEROLO;West
516;;1759;6;2;38;20.5;;;;GREECE;North
517;;1759;6;26;;;;;;GREECE-BULGARIA: THESSALONIKI;South
518;;1759;6;29;19.5;-102.3;;;;MEXICO: JORULLO;East
519;Yes;1759;10;30;33;35.5;;6.4;;ISRAEL: ZEFAT (SAFED);North
520;;1759;11;25;;;;;30000;LEBANON-SYRIA: BAALBEC;South
521;;1760;7;11;20;-75.5;;;;CUBA: SANTIAGO DE CUBA;East
522;Yes;1761;3;30;34.5;-13;;8.5;;PORTUGAL: LISBON;South
523;;1761;5;23;24.4;102.5;;0.6;120;CHINA: YUNNAN PROVINCE;East
524;;1761;11;3;24.4;102.5;;0.6;50;CHINA: YUNNAN PROVINCE;South
525;;1761;12;9;;;30;7.7;;RUSSIA;South
526;Yes;1762;4;2;22;92;;;200;BANGLADESH: CHITTAGONG, DACCA, ARRACAN;North
527;Yes;1762;10;31;38.1;138.7;;6.6;;JAPAN: NW. HONSHU I. (SADO);North
528;Yes;1763;1;29;40.5;143.5;;7.4;;JAPAN: SANRIKU,MUYes;North
529;Yes;1763;3;11;41;142.5;;7.8;;N. SANRIKU, JAPAN;East
530;Yes;1763;3;15;40.7;142;;7.1;;JAPAN: SANRIKU: HACHINOHE;North
531;;1763;6;28;;;;6.2;83;HUNGARY: GYOR;North
532;Yes;1763;9;12;-6;130;;;;INDONESIA: BANDANEIRA;North
533;;1763;12;30;24.3;102.8;;6.5;1000;CHINA: YUNNAN PROVINCE;East
534;;1764;7;;15.91;-85.96;;6.5;;HONDURAS: TRUJILLO;South
535;Yes;1764;12;26;38.7;-9.2;;;;PORTUGAL: LISBON;North
536;;1765;4;;13.7;-89.2;;;50;EL SALVADOR: SAN SALVADOR;East
537;;1765;9;2;34.8;105;;6.5;2068;CHINA: GANSU PROVINCE: WUSHAN, GANGU;North
538;Yes;1765;;;-33.05;-71.617;;;;CHILE: VALPARAISO;East
539;Yes;1766;3;8;40.9;140.7;;6.9;1700;JAPAN: HIROSAKI;North
540;Yes;1766;5;22;41;29;;;;TURKEY;South
541;;1766;6;9;27.7;54.3;;;;IRAN: LAR;East
542;Yes;1766;6;12;19.9;-76.1;25;6.8;40;CUBA: SANTIAGO DE CUBA;West
543;;1766;7;9;3.7;-76.3;;;;COLOMBIA: BUGA,CALI,POPAYAN;East
544;;1766;7;11;38;20.5;;;;GREECE;East
545;;1766;8;25;14.4;-61.1;;;;MARTINIQUE: SAINT-PIERRE;West
546;Yes;1766;10;21;;;;7.5;;VENEZUELA: CUMANA, SAN JUAN BAUTISTA;West
547;;1766;;;14.7;-89.5;;;;GUATEMALA: CHIQUIMULA, QUETZALTEPEQUE;East
548;Yes;1767;4;24;14.4;-61;;;;MARTINIQUE & BARBADOS;North
549;;1767;7;11;38.2;20.2;;;;GREECE;North
550;;1767;7;14;39.3;16.2;;;40;ITALY: CRATI;South
551;;1767;11;13;14.2;121;;;;PHILIPPINES: MANILA;South
552;Yes;1767;11;22;22.2;113.55;;;;CHINA: MACAU;North
553;Yes;1768;6;22;-4.85;152.8;;7.5;;PAPUA NEW GUINEA: NEW IRELAND;West
554;Yes;1768;7;22;26.2;127.5;;6.5;;JAPAN: RYUKYU ISLANDS;North
555;;1768;10;19;44;12;;;120;ITALY: SANTA SOFIA;East
556;;1768;11;28;44.1;15.2;;;;BALKANS NW: CROATIA;East
557;;1769;5;1;33;44.5;;;;IRAQ: BAGHDAD;South
558;;1769;5;7;29.4;52.3;;;;IRAN: SHIRAZ;South
559;Yes;1769;8;29;32.3;132;;7.4;;SW. KYUSHU ISLAND, JAPAN;West
560;;1769;10;1;38.8;20.8;;;;GREECE;North
561;;1769;10;24;51.8;105.5;40;7.3;;RUSSIA: LAKE BAYKAL;South
562;;1769;;;46.9;9.5;;;;SWITZERLAND;North
563;;1770;1;;38.717;20.65;;;;GREECE: ST MAURA;South
564;;1770;5;27;38.6;142;;7.4;;JAPAN: MORIOKA;North
565;Yes;1770;6;3;18.5;-73.4;10;;200;HAITI: PORT-AU-PRINCE;West
566;;1770;9;26;24.6;99.9;;5.5;;CHINA: YUNNAN PROVINCE;South
567;Yes;1770;12;;14.6;120.98;;;;PHILIPPINES: MANILA;North
568;Yes;1770;;;-5;102;;0.7;;INDONESIA: SUMATRA:;North
569;;1771;2;1;14.2;121;;;;PHILIPPINES: MANILA;South
570;Yes;1771;4;24;24;124.3;;7.4;;JAPAN: RYUKYU ISLANDS;West
571;;1771;9;3;17.6;-76.5;;;;JAMAICA: PORT ROYAL,KINGSTON;South
572;;1772;5;12;39.5;20;;;;GREECE-ALBANIA;West
573;;1772;6;3;39.3;142.7;;7.4;;JAPAN: SANRIKU,RIKUZEN,RIKUCHU;South
574;;1772;6;;44.4;4.8;;;;FRANCE: CLANSAYES,ST RAPHAEL;West
575;Yes;1773;5;6;35.8;-5.83;;;;MOROCCO: TANGIERS;East
576;Yes;1773;6;3;14.6;-90.7;;;8000;GUATEMALA: ST. JAGO;East
577;;1773;7;29;14.6;-90.7;;;100;GUATEMALA: ANTIGUA;South
578;;1774;9;10;46.9;8.7;;;;SWITZERLAND;South
579;;1774;11;6;22.04;-103.73;;;;MEXICO: JALISCO,ZACATECAS;South
580;Yes;1774;;;47;-55;;;300;CANADA: NEWFOUNDLAND;North
581;;1774;;;4.9;-52.3;;;;FRENCH GUIANA: CAYENNE;North
582;Yes;1775;2;11;19.9;-76;;;;CUBA: SANTIAGO DE CUBA;West
583;Yes;1775;3;;19;-72.4;;;;HAITI: UNKNOWN LOCATION;North
584;Yes;1775;4;18;-3.7;128.2;;;;INDONESIA: BANDA SEA;North
585;;1775;10;13;46;15.9;;;;BALKANS NW: CROATIA: BEDEKOVCINA;West
586;Yes;1775;12;18;19;-72.4;;;;HAITI: UNKNOWN LOCATION;South
587;;1775;12;;9.2;-70.3;;;;VENEZUELA: TRUJILLO;South
588;;1776;1;30;19;-70.4;;;;DOMINICAN REPUBLIC: PUERTO RICO: W;West
589;;1776;4;21;16.7;-99.2;;;;MEXICO: GUERRERO,MORELOS,OAXACA,MEXICO CITY;North
590;;1776;12;;23.5;120.6;;5.5;;TAIWAN: JIAYI, KAGI;North
591;;1777;;;20.3;-103.7;;;;MEXICO: JALISCO;North
592;;1777;;;35.5;-5.4;;;;MOROCCO: TANGIER,SALE;East
593;;1778;1;30;33.6;51.3;;;30000;IRAN: KASHAN;South
594;;1778;6;16;38.5;27;;;;TURKEY;East
595;;1778;12;15;33.9;51.3;;;;IRAN: KASHAN;South
596;;1779;12;27;38;46.7;;6.5;10000;IRAN: TABRIZ;West
597;;1780;1;8;38;46.2;20;7.7;50000;IRAN: TABRIZ;North
598;Yes;1780;6;29;45.3;151.2;40;7.5;;RUSSIA: KURIL ISLANDS;East
599;;1780;9;21;42.4;18.8;;;;BALKANS NW: MONTENEGRO;North
600;Yes;1780;10;3;18.2;-78.1;;;300;JAMAICA: SAVANNA LA MAR;South
601;;1780;10;28;35;25.8;;;;GREECE: CRETE;East
602;;1781;6;3;43.6;13.5;;;;ITALY: CIVITANOVA MARCHE, CAGLI;East
603;Yes;1781;8;1;18.1;-77.3;;;;JAMAICA: UNKNOWN LOCATION;West
604;;1781;;;36.3;43.1;;;80;IRAQ: AL-MAWSIL (MOSUL);North
605;Yes;1782;5;22;24.5;120.5;;;40000;TAIWAN: TAINAN;South
606;Yes;1782;8;22;35.1;139.7;;7.3;;TOKAIDO, JAPAN;West
607;Yes;1783;2;5;38.9;17.1;;;;ITALY: TYRRHENIAN CALABRIA;East
608;Yes;1783;2;5;38.3;15.967;13;6.9;30000;ITALY: TYRRHENIAN CALABRIA;South
609;Yes;1783;2;6;38.217;15.633;6;5.9;;ITALY: MESSINA STRAITS;North
610;Yes;1783;2;7;38.583;16.2;;6.6;;ITALY: TYRRHENIAN CALABRIA;North
611;;1783;2;7;38.2;15.55;;;;ITALY: MESSINA STRAITS;East
612;Yes;1783;3;1;38.767;16.3;;5.9;;ITALY: TYRRHENIAN CALABRIA;North
613;;1783;3;20;38.7;30.7;;;26;TURKEY: AMAXIKI;North
614;Yes;1783;3;28;38.783;16.467;;6.9;;ITALY: TYRRHENIAN CALABRIA;West
615;;1783;7;29;38.3;16.3;;;;ITALY: GERACE;South
616;;1783;;;19.3;-70.4;;;;DOMINICAN REPUBLIC: SANTIAGO DE LOS CABALLEROS;West
617;Yes;1784;1;7;38.317;16.4;;4.1;;ITALY: IONIAN CALABRIA;South
618;Yes;1784;1;19;38.167;15.633;;4.1;;ITALY: MESSINA STRAITS;South
619;Yes;1784;3;28;16.9;-99.9;;;;MEXICO: GUERRERO, ACAPULCO;East
620;;1784;4;2;17;-96.3;;;;MEXICO: OAXACA;North
621;Yes;1784;5;13;-16.5;-72;;0.8;383;PERU: AREQUIPA,CAMANA,MOQUEGUA,TAMBO;East
622;;1784;7;23;39.7;39.5;;;5000;TURKEY: ERZURUM,ERZINCAN;North
623;;1784;7;29;18.5;-72.3;;;;HAITI: PETIT GOAVE,LEOGANE,PORT-AU-PRINCE;West
624;;1784;8;14;63.8;-20.5;;;;ICELAND: SOUTHLAND,ARNESSYSLA,BANGAR,SYSLA;North
625;;1784;8;15;40.9;0.3;;;;SPAIN: L'ARNES SYSSEL;South
626;;1784;11;;34.1;74.8;;;;INDIA: KASHMIR: SRINAGAR;North
627;;1785;1;30;38.2;21.7;;;38;GREECE: PATRAI (PATRAS), ZAKYNTHOS (ZANTE);North
628;;1785;4;18;39.9;98;;0.6;36;CHINA: GANSU PROVINCE: HUIHUIPU;South
629;;1785;7;12;4.6;-74;;;12;COLOMBIA: BOGOTA,ENGATIVA,CAXICA,SOACHA;East
630;;1786;2;5;39.7;19.8;;;120;GREECE: CORFU (KERKIRA);West
631;;1786;3;9;38.2;15.2;;;;ITALY: SICILY, MELAZZO;East
632;;1786;6;1;29.8;102.1;;7.5;435;CHINA: SICHUAN PROVINCE: S OF KANGDING;East
633;;1786;6;18;44;80.8;;0.6;;CHINA: XINJIANG;North
634;;1786;;;8.5;-71.2;;;;VENEZUELA: MERIDA;North
635;Yes;1787;3;28;16.5;-98.5;;8.3;;MEXICO: SAN MARCOS, OAXACA;North
636;Yes;1787;4;3;15.5;-97;;7.3;;MEXICO: SAN MARCOS, OAXACA;East
637;;1787;5;2;18.3;-66.4;;;;PUERTO RICO: ARECIBO,MAYAGUEZ,SAN JUAN,CAGUAS;South
638;;1787;5;10;18;-66.4;;;;PUERTO RICO: PONCE,SAN JUAN;West
639;;1787;5;;10.8;122.5;;;;PHILIPPINES: PANAY,CAPIZ,ILOILO;East
640;;1787;7;12;10.7;122.5;;;;PHILIPPINES: PANAY: ILOILO,ANTIQUE,BUENAVISTA;East
641;Yes;1787;10;27;18.47;-77.92;;;;JAMAICA: MONTEGO BAY;North
642;Yes;1788;7;21;57;-153;;0.8;;ALASKA PENINSULA: UNGA ISLAND;East
643;Yes;1788;8;6;55;-161;;0.8;;ALASKA PENINSULA;East
644;;1788;10;12;14;-61;;;900;SAINT LUCIA;West
645;;1788;;;;;;5.6;;TOGO: AGUNAH, KANA;West
646;;1789;6;7;24.2;102.8;;6.5;;CHINA: YUNNAN PROVINCE: TONGHAI, HUANING;West
647;;1789;9;30;43.5;12.2;;;500;ITALY: CITTA DI CASTELLO,SANSEPOLCRO;East
648;;1789;11;7;34.6;110.3;;0.5;;CHINA: SHAANXI PROVINCE: TONGGUAN;North
649;Yes;1790;10;9;;;;;3000;ALGERIA: ORAN;West
650;;1790;12;2;54;162;20;7.5;;RUSSIA: NEAR KAMCHATKA;West
651;;1791;4;8;24.5;117.7;;5.5;;CHINA: FUJIAN PROVINCE;South
